Meter,Days Connected,Days Disconnected
00100EA1,,2016-03-04
00100EA1,,2016-03-05
00100EA1,,2016-03-06
00100EA1,,2016-03-07
00100EA1,,2016-03-08
00100EA1,,2016-03-09
00100ED4,,2016-02-12
00100ED4,,2016-02-13
00100ED4,,2016-02-14
00100ED4,,2016-02-15
00100ED4,,2016-02-16
00100ED4,,2016-02-17
00100ED4,,2016-02-18
00100ED4,,2016-02-19
00100ED4,,2016-02-20
00100ED4,,2016-02-21
00100ED4,,2016-02-22
00100ED4,,2016-02-23
00100ED4,,2016-02-24
00100ED4,,2016-02-25
00100ED4,,2016-02-26
00100ED4,,2016-02-27
00100ED4,,2016-02-28
00100ED4,,2016-02-29
00100ED4,,2016-03-01
00100ED4,,2016-03-02
00100ED4,,2016-03-03
00100ED4,,2016-03-04
00100ED4,,2016-03-05
00100EFF,2016-02-11,2016-02-09
00100EFF,2016-02-26,2016-02-10
00100EFF,2016-03-03,2016-02-12
00100EFF,,2016-02-13
00100EFF,,2016-02-14
00100EFF,,2016-02-15
00100EFF,,2016-02-16
00100EFF,,2016-02-17
00100EFF,,2016-02-18
00100EFF,,2016-02-19
00100EFF,,2016-02-20
00100EFF,,2016-02-21
00100EFF,,2016-02-22
00100EFF,,2016-02-23
00100EFF,,2016-02-24
00100EFF,,2016-02-25
00100EFF,,2016-02-27
00100EFF,,2016-02-28
00100EFF,,2016-02-29
00100EFF,,2016-03-01
00100EFF,,2016-03-02
00100EFF,,2016-03-04
00100EFF,,2016-03-05
00100EFF,,2016-03-06
00100EFF,,2016-03-07
00100EFF,,2016-03-08
00100EFF,,2016-03-09
00100FAB,,2016-02-09
00100FAB,,2016-02-10
00100FAB,,2016-02-11
00100FAB,,2016-02-12
00100FAB,,2016-02-13
00100FAB,,2016-02-14
00100FAB,,2016-02-15
00100FAB,,2016-02-16
00100FAB,,2016-02-17
00100FAB,,2016-02-18
00100FAB,,2016-02-19
00100FAB,,2016-02-20
00100FAB,,2016-02-21
00100FAB,,2016-02-22
00100FAB,,2016-02-23
00100FAB,,2016-02-24
00100FAB,,2016-02-25
00100FAB,,2016-02-26
00100FAB,,2016-02-27
00100FAB,,2016-02-28
00100FAB,,2016-02-29
00100FAB,,2016-03-01
00100FAB,,2016-03-02
00100FAB,,2016-03-03
00100FAB,,2016-03-04
00100FAB,,2016-03-05
00100FAB,,2016-03-06
00100FAB,,2016-03-07
00100FAB,,2016-03-08
00100FEF,2016-03-08,2016-02-09
00100FEF,,2016-02-10
00100FEF,,2016-02-11
00100FEF,,2016-02-12
00100FEF,,2016-02-13
00100FEF,,2016-02-14
00100FEF,,2016-02-15
00100FEF,,2016-02-16
00100FEF,,2016-02-17
00100FEF,,2016-02-18
00100FEF,,2016-02-19
00100FEF,,2016-02-20
00100FEF,,2016-02-21
00100FEF,,2016-02-22
00100FEF,,2016-02-23
00100FEF,,2016-02-24
00100FEF,,2016-02-25
00100FEF,,2016-02-26
00100FEF,,2016-02-27
00100FEF,,2016-02-28
00100FEF,,2016-02-29
00100FEF,,2016-03-01
00100FEF,,2016-03-02
00100FEF,,2016-03-03
00100FEF,,2016-03-04
00100FEF,,2016-03-05
00100FEF,,2016-03-06
00100FEF,,2016-03-07
00100FEF,,2016-03-09
0010100E,2016-03-07,2016-02-26
0010100E,2016-03-08,2016-02-27
0010100E,2016-03-09,2016-02-28
0010100E,,2016-02-29
0010100E,,2016-03-01
0010100E,,2016-03-02
0010100E,,2016-03-03
0010100E,,2016-03-04
0010100E,,2016-03-05
0010100E,,2016-03-06
001010A4,2016-02-13,2016-02-14
001010A4,2016-02-20,2016-02-15
001010A4,2016-02-21,2016-02-16
001010A4,2016-02-22,2016-02-17
001010A4,2016-02-23,2016-02-18
001010A4,2016-02-24,2016-02-19
001010A4,2016-02-25,2016-03-03
001010A4,2016-02-26,2016-03-09
001010A4,2016-02-27,
001010A4,2016-02-28,
001010A4,2016-02-29,
001010A4,2016-03-01,
001010A4,2016-03-02,
001010A4,2016-03-04,
001010A4,2016-03-05,
001010A4,2016-03-06,
001010A4,2016-03-07,
001010A4,2016-03-08,
00101127,,2016-02-12
00101127,,2016-02-13
00101127,,2016-02-14
00101127,,2016-02-15
00101127,,2016-02-16
00101127,,2016-02-17
00101127,,2016-02-18
00101127,,2016-02-19
00101127,,2016-02-20
00101127,,2016-02-21
00101127,,2016-02-22
00101127,,2016-02-23
00101127,,2016-02-24
00101127,,2016-02-25
00101127,,2016-02-26
00101127,,2016-02-27
00101127,,2016-02-28
00101127,,2016-02-29
00101127,,2016-03-01
00101127,,2016-03-02
00101127,,2016-03-03
00101127,,2016-03-04
00101127,,2016-03-05
0010116E,,2016-02-12
0010116E,,2016-02-13
0010116E,,2016-02-14
0010116E,,2016-02-15
0010116E,,2016-02-16
0010116E,,2016-02-17
0010116E,,2016-02-18
0010116E,,2016-02-19
0010116E,,2016-02-20
0010116E,,2016-02-21
0010116E,,2016-02-22
0010116E,,2016-02-23
0010116E,,2016-02-24
0010116E,,2016-02-25
0010116E,,2016-02-26
0010116E,,2016-02-27
0010116E,,2016-02-28
0010116E,,2016-02-29
0010116E,,2016-03-01
0010116E,,2016-03-02
0010116E,,2016-03-03
0010116E,,2016-03-04
0010116E,,2016-03-05
0010116E,,2016-03-06
0010116E,,2016-03-07
0010116E,,2016-03-08
001013BD,2016-02-15,2016-02-09
001013BD,2016-02-18,2016-02-10
001013BD,2016-02-22,2016-02-11
001013BD,,2016-02-12
001013BD,,2016-02-13
001013BD,,2016-02-14
001013BD,,2016-02-16
001013BD,,2016-02-17
001013BD,,2016-02-19
001013BD,,2016-02-20
001013BD,,2016-02-21
001013BD,,2016-02-23
001013BD,,2016-02-24
001013BD,,2016-02-25
001013BD,,2016-02-26
001013BD,,2016-02-27
001013BD,,2016-02-28
001013BD,,2016-02-29
001013BD,,2016-03-01
001013BD,,2016-03-02
001013BD,,2016-03-03
001013BD,,2016-03-04
001013BD,,2016-03-05
001013BD,,2016-03-06
001013CB,2016-02-11,2016-02-09
001013CB,2016-02-16,2016-02-10
001013CB,2016-02-17,2016-02-12
001013CB,,2016-02-13
001013CB,,2016-02-14
001013CB,,2016-02-15
001013CB,,2016-02-18
001013CB,,2016-02-19
001013CB,,2016-02-20
001013CB,,2016-02-21
001013CB,,2016-02-22
001013CB,,2016-02-23
001013CB,,2016-02-24
001013CB,,2016-02-25
001013CB,,2016-02-26
001013CB,,2016-02-27
001013CB,,2016-02-28
001013CB,,2016-02-29
001013CB,,2016-03-01
001013CB,,2016-03-02
001013CB,,2016-03-03
001013CB,,2016-03-04
001013CB,,2016-03-05
001013CB,,2016-03-06
001013CB,,2016-03-07
001013CB,,2016-03-08
001013CC,,2016-02-11
001013CC,,2016-02-12
001013CC,,2016-02-13
001013CC,,2016-02-14
001013CC,,2016-02-15
001013CC,,2016-02-16
001013CC,,2016-02-17
001013CC,,2016-02-18
001013CC,,2016-02-19
001013CC,,2016-02-20
001013CC,,2016-02-21
001013CC,,2016-02-22
001013CC,,2016-02-23
001013CC,,2016-02-24
001013CC,,2016-02-25
001013CC,,2016-02-26
001013CC,,2016-02-27
001013CC,,2016-02-28
001013CC,,2016-02-29
001013CC,,2016-03-01
001013CC,,2016-03-02
001013CC,,2016-03-03
001013CC,,2016-03-04
001013CC,,2016-03-05
001013DA,,2016-02-09
001013DA,,2016-02-10
001013DA,,2016-02-11
001013DA,,2016-02-12
001013DA,,2016-02-13
001013DA,,2016-02-14
001013DA,,2016-02-15
001013DA,,2016-02-16
001013DA,,2016-02-17
001013DA,,2016-02-18
001013DA,,2016-02-19
001013DA,,2016-02-20
001013DA,,2016-02-21
001013DA,,2016-02-22
001013DA,,2016-02-23
001013DA,,2016-02-24
001013DA,,2016-02-25
001013DA,,2016-02-26
001013DA,,2016-02-27
001013DA,,2016-02-28
001013DA,,2016-02-29
001013DA,,2016-03-01
001013DA,,2016-03-02
001013DA,,2016-03-03
001013DA,,2016-03-04
001013DA,,2016-03-05
001013DA,,2016-03-06
001013DA,,2016-03-07
001013DA,,2016-03-08
0010147B,,2016-02-09
0010147B,,2016-02-10
0010147B,,2016-02-11
0010147B,,2016-02-12
0010147B,,2016-02-13
0010147B,,2016-02-14
0010147B,,2016-02-15
0010147B,,2016-02-16
0010147B,,2016-02-17
0010147B,,2016-02-18
0010147B,,2016-02-19
0010147B,,2016-02-20
0010147B,,2016-02-21
0010147B,,2016-02-22
0010147B,,2016-02-23
0010147B,,2016-02-24
0010147B,,2016-02-25
0010147B,,2016-02-26
0010147B,,2016-02-27
0010147B,,2016-02-28
0010147B,,2016-02-29
0010147B,,2016-03-01
0010147B,,2016-03-02
0010147B,,2016-03-03
0010147B,,2016-03-04
0010147B,,2016-03-05
0010147B,,2016-03-06
0010147B,,2016-03-07
0010147B,,2016-03-08
0010147B,,2016-03-09
001014C1,,2016-02-09
001014C1,,2016-02-10
001014C1,,2016-02-11
001014C1,,2016-02-12
001014C1,,2016-02-13
001014C1,,2016-02-14
001014C1,,2016-02-15
001014C1,,2016-02-16
001014C1,,2016-02-17
001014C1,,2016-02-18
001014C1,,2016-02-19
001014C1,,2016-02-20
001014C1,,2016-02-21
001014C1,,2016-02-22
001014C1,,2016-02-23
001014C1,,2016-02-24
001014C1,,2016-02-25
001014C1,,2016-02-26
001014C1,,2016-02-27
001014C1,,2016-02-28
001014C1,,2016-02-29
001014C1,,2016-03-01
001014C1,,2016-03-02
001014C1,,2016-03-03
001014C1,,2016-03-04
001014C1,,2016-03-05
001014C1,,2016-03-06
001014C1,,2016-03-07
001014C1,,2016-03-08
001014D3,,2016-02-09
001014D3,,2016-02-10
001014D3,,2016-02-11
001014D3,,2016-02-12
001014D3,,2016-02-13
001014D3,,2016-02-14
001014D3,,2016-02-15
001014D3,,2016-02-16
001014D3,,2016-02-17
001014D3,,2016-02-18
001014D3,,2016-02-19
001014D3,,2016-02-20
001014D3,,2016-02-21
001014D3,,2016-02-22
001014D3,,2016-02-23
001014D3,,2016-02-24
001014D3,,2016-02-25
001014D3,,2016-02-26
001014D3,,2016-02-27
001014D3,,2016-02-28
001014D3,,2016-02-29
001014D3,,2016-03-01
001014D3,,2016-03-02
001014D3,,2016-03-03
001014D3,,2016-03-04
001014D3,,2016-03-05
001014D3,,2016-03-06
001014D3,,2016-03-07
001014D3,,2016-03-08
001014D3,,2016-03-09
001014F1,,2016-02-09
001014F1,,2016-02-10
001014F1,,2016-02-11
001014F1,,2016-02-12
001014F1,,2016-02-13
001014F1,,2016-02-14
001014F1,,2016-02-15
001014F1,,2016-02-16
001014F1,,2016-02-17
001014F1,,2016-02-18
001014F1,,2016-02-19
001014F1,,2016-02-20
001014F1,,2016-02-21
001014F1,,2016-02-22
001014F1,,2016-02-23
001014F1,,2016-02-24
001014F1,,2016-02-25
001014F1,,2016-02-26
001014F1,,2016-02-27
001014F1,,2016-02-28
001014F1,,2016-02-29
001014F1,,2016-03-01
001014F1,,2016-03-02
001014F1,,2016-03-03
001014F1,,2016-03-04
001014F1,,2016-03-05
001014F1,,2016-03-06
001014F1,,2016-03-07
001014F1,,2016-03-08
001014F1,,2016-03-09
0010150B,,2016-02-09
0010150B,,2016-02-10
0010150B,,2016-02-11
0010150B,,2016-02-12
0010150B,,2016-02-13
0010150B,,2016-02-14
0010150B,,2016-02-15
0010150B,,2016-02-16
0010150B,,2016-02-17
0010150B,,2016-02-18
0010150B,,2016-02-19
0010150B,,2016-02-20
0010150B,,2016-02-21
0010150B,,2016-02-22
0010150B,,2016-02-23
0010150B,,2016-02-24
0010150B,,2016-02-25
0010150B,,2016-02-26
0010150B,,2016-02-27
0010150B,,2016-02-28
0010150B,,2016-02-29
0010150B,,2016-03-01
0010150B,,2016-03-02
0010150B,,2016-03-03
0010150B,,2016-03-04
0010150B,,2016-03-05
0010150B,,2016-03-06
0010150B,,2016-03-07
0010150B,,2016-03-08
00101579,,2016-02-09
00101579,,2016-02-10
00101579,,2016-02-11
00101579,,2016-02-12
00101579,,2016-02-13
00101579,,2016-02-14
00101579,,2016-02-15
00101579,,2016-02-16
00101579,,2016-02-17
00101579,,2016-02-18
00101579,,2016-02-19
00101579,,2016-02-20
00101579,,2016-02-21
00101579,,2016-02-22
00101579,,2016-02-23
00101579,,2016-02-24
00101579,,2016-02-25
00101579,,2016-02-26
00101579,,2016-02-27
0010159D,,2016-02-10
0010159D,,2016-02-11
0010159D,,2016-02-12
0010159D,,2016-02-13
0010159D,,2016-02-14
0010159D,,2016-02-15
0010159D,,2016-02-16
0010159D,,2016-02-17
0010159D,,2016-02-18
0010159D,,2016-02-19
0010159D,,2016-02-20
0010159D,,2016-02-21
0010159D,,2016-02-22
0010159D,,2016-02-23
0010159D,,2016-02-24
0010159D,,2016-02-25
0010159D,,2016-02-26
0010159D,,2016-02-27
0010159D,,2016-02-28
0010159D,,2016-02-29
0010159D,,2016-03-01
0010159D,,2016-03-02
0010159D,,2016-03-03
0010159D,,2016-03-04
00101601,2016-02-10,2016-02-11
00101601,2016-02-17,2016-02-12
00101601,2016-02-23,2016-02-13
00101601,2016-02-26,2016-02-14
00101601,2016-02-28,2016-02-15
00101601,2016-03-04,2016-02-16
00101601,,2016-02-18
00101601,,2016-02-19
00101601,,2016-02-20
00101601,,2016-02-21
00101601,,2016-02-22
00101601,,2016-02-24
00101601,,2016-02-25
00101601,,2016-02-27
00101601,,2016-02-29
00101601,,2016-03-01
00101601,,2016-03-02
00101601,,2016-03-03
00101601,,2016-03-05
00101601,,2016-03-06
00101601,,2016-03-07
00101601,,2016-03-08
00101624,,2016-02-12
00101624,,2016-02-13
00101624,,2016-02-14
00101624,,2016-02-15
00101624,,2016-02-16
00101624,,2016-02-17
00101624,,2016-02-18
00101624,,2016-02-19
00101624,,2016-02-20
00101624,,2016-02-21
00101624,,2016-02-22
00101624,,2016-02-23
00101624,,2016-02-24
00101624,,2016-02-25
00101624,,2016-02-26
00101624,,2016-02-27
00101624,,2016-02-28
00101624,,2016-02-29
00101624,,2016-03-01
00101624,,2016-03-02
00101624,,2016-03-03
00101624,,2016-03-04
00101624,,2016-03-05
00101624,,2016-03-06
00101624,,2016-03-07
00101675,2016-03-08,2016-02-09
00101675,,2016-02-10
00101675,,2016-02-11
00101675,,2016-02-12
00101675,,2016-02-13
00101675,,2016-02-14
00101675,,2016-02-15
00101675,,2016-02-16
00101675,,2016-02-17
00101675,,2016-02-18
00101675,,2016-02-19
00101675,,2016-02-20
00101675,,2016-02-21
00101675,,2016-02-22
00101675,,2016-02-23
00101675,,2016-02-24
00101675,,2016-02-25
00101675,,2016-02-26
00101675,,2016-02-27
00101675,,2016-02-28
00101675,,2016-02-29
00101675,,2016-03-01
00101675,,2016-03-02
00101675,,2016-03-03
00101675,,2016-03-04
00101675,,2016-03-05
00101675,,2016-03-06
00101675,,2016-03-07
00101675,,2016-03-09
00101687,2016-02-09,2016-02-17
00101687,2016-02-10,2016-03-02
00101687,2016-02-11,
00101687,2016-02-12,
00101687,2016-02-13,
00101687,2016-02-14,
00101687,2016-02-15,
00101687,2016-02-16,
00101687,2016-02-18,
00101687,2016-02-19,
00101687,2016-02-20,
00101687,2016-02-21,
00101687,2016-02-22,
00101687,2016-02-23,
00101687,2016-02-24,
00101687,2016-02-25,
00101687,2016-02-26,
00101687,2016-02-27,
00101687,2016-02-28,
00101687,2016-02-29,
00101687,2016-03-01,
00101687,2016-03-03,
00101687,2016-03-04,
00101687,2016-03-05,
00101687,2016-03-06,
00101687,2016-03-07,
00101687,2016-03-08,
001016C0,2016-02-09,2016-03-04
001016C0,2016-02-10,2016-03-05
001016C0,2016-02-11,2016-03-06
001016C0,2016-02-12,2016-03-07
001016C0,2016-02-13,2016-03-08
001016C0,2016-02-14,2016-03-09
001016C0,2016-02-15,
001016C0,2016-02-16,
001016C0,2016-02-17,
001016C0,2016-02-18,
001016C0,2016-02-19,
001016C0,2016-02-20,
001016C0,2016-02-21,
001016C0,2016-02-22,
001016C0,2016-02-23,
001016C0,2016-02-24,
001016C0,2016-02-25,
001016C0,2016-02-26,
001016C0,2016-02-27,
001016C0,2016-02-28,
001016C0,2016-02-29,
001016C0,2016-03-01,
001016C0,2016-03-02,
001016C0,2016-03-03,
00101A55,2016-03-09,2016-02-09
00101A55,,2016-02-10
00101A55,,2016-02-11
00101A55,,2016-02-12
00101A55,,2016-02-13
00101A55,,2016-02-14
00101A55,,2016-02-15
00101A55,,2016-02-16
00101A55,,2016-02-17
00101A55,,2016-02-18
00101A55,,2016-02-19
00101A55,,2016-02-20
00101A55,,2016-02-21
00101A55,,2016-02-22
00101A55,,2016-02-23
00101A55,,2016-02-24
00101A55,,2016-02-25
00101A55,,2016-02-26
00101A55,,2016-02-27
00101A55,,2016-02-28
00101A55,,2016-02-29
00101A55,,2016-03-01
00101A55,,2016-03-02
00101A55,,2016-03-03
00101A55,,2016-03-04
00101A55,,2016-03-05
00101A55,,2016-03-06
00101A55,,2016-03-07
00101A55,,2016-03-08
00101A6A,,2016-02-09
00101A6A,,2016-02-10
00101A6A,,2016-02-11
00101A6A,,2016-02-12
00101A6A,,2016-02-13
00101A6A,,2016-02-14
00101A6A,,2016-02-15
00101A6A,,2016-02-16
00101A6A,,2016-02-17
00101A6A,,2016-02-18
00101A6A,,2016-02-19
00101A6A,,2016-02-20
00101A6A,,2016-02-21
00101A6A,,2016-02-22
00101A6A,,2016-02-23
00101A6A,,2016-02-24
00101A6A,,2016-02-25
00101A6A,,2016-02-26
00101A6A,,2016-02-27
00101A6A,,2016-02-28
00101A6A,,2016-02-29
00101A6A,,2016-03-01
00101A6A,,2016-03-02
00101A6A,,2016-03-03
00101A6A,,2016-03-04
00101AB5,2016-03-08,2016-02-12
00101AB5,,2016-02-13
00101AB5,,2016-02-14
00101AB5,,2016-02-15
00101AB5,,2016-02-16
00101AB5,,2016-02-17
00101AB5,,2016-02-18
00101AB5,,2016-02-19
00101AB5,,2016-02-20
00101AB5,,2016-02-21
00101AB5,,2016-02-22
00101AB5,,2016-02-23
00101AB5,,2016-02-24
00101AB5,,2016-02-25
00101AB5,,2016-02-26
00101AB5,,2016-02-27
00101AB5,,2016-02-28
00101AB5,,2016-02-29
00101AB5,,2016-03-01
00101AB5,,2016-03-02
00101AB5,,2016-03-03
00101AB5,,2016-03-04
00101AB5,,2016-03-05
00101AB5,,2016-03-06
00101AB5,,2016-03-07
00101ACF,2016-03-06,2016-02-09
00101ACF,2016-03-09,2016-02-10
00101ACF,,2016-02-11
00101ACF,,2016-02-12
00101ACF,,2016-02-13
00101ACF,,2016-02-14
00101ACF,,2016-02-15
00101ACF,,2016-02-16
00101ACF,,2016-02-17
00101ACF,,2016-02-18
00101ACF,,2016-02-19
00101ACF,,2016-02-20
00101ACF,,2016-02-21
00101ACF,,2016-02-22
00101ACF,,2016-02-23
00101ACF,,2016-02-24
00101ACF,,2016-02-25
00101ACF,,2016-02-26
00101ACF,,2016-02-27
00101ACF,,2016-02-28
00101ACF,,2016-02-29
00101ACF,,2016-03-01
00101ACF,,2016-03-02
00101ACF,,2016-03-03
00101ACF,,2016-03-04
00101ACF,,2016-03-05
00101ACF,,2016-03-07
00101ACF,,2016-03-08
00101BF4,2016-02-18,2016-02-13
00101BF4,2016-03-03,2016-02-14
00101BF4,,2016-02-15
00101BF4,,2016-02-16
00101BF4,,2016-02-17
00101BF4,,2016-02-19
00101BF4,,2016-02-20
00101BF4,,2016-02-21
00101BF4,,2016-02-22
00101BF4,,2016-02-23
00101BF4,,2016-02-24
00101BF4,,2016-02-25
00101BF4,,2016-02-26
00101BF4,,2016-02-27
00101BF4,,2016-02-28
00101BF4,,2016-02-29
00101BF4,,2016-03-01
00101BF4,,2016-03-02
00101BF4,,2016-03-04
00101BF4,,2016-03-05
00101BF4,,2016-03-06
00101BF4,,2016-03-07
00101BF4,,2016-03-08
00101BF4,,2016-03-09
00101CFC,2016-02-10,2016-02-09
00101CFC,2016-02-12,2016-02-11
00101CFC,2016-02-13,2016-02-16
00101CFC,2016-02-14,2016-02-19
00101CFC,2016-02-15,2016-02-20
00101CFC,2016-02-17,2016-02-23
00101CFC,2016-02-18,2016-02-26
00101CFC,2016-02-21,2016-02-28
00101CFC,2016-02-22,2016-03-02
00101CFC,2016-02-24,2016-03-03
00101CFC,2016-02-25,2016-03-04
00101CFC,2016-02-27,2016-03-05
00101CFC,2016-02-29,2016-03-06
00101CFC,2016-03-01,2016-03-08
00101CFC,2016-03-07,
00101CFC,2016-03-09,
00101F95,2016-03-09,2016-02-10
00101F95,,2016-02-11
00101F95,,2016-02-12
00101F95,,2016-02-13
00101F95,,2016-02-14
00101F95,,2016-02-15
00101F95,,2016-02-16
00101F95,,2016-02-17
00101F95,,2016-02-18
00101F95,,2016-02-19
00101F95,,2016-02-20
00101F95,,2016-02-21
00101F95,,2016-02-22
00101F95,,2016-02-23
00101F95,,2016-02-24
00101F95,,2016-02-25
00101F95,,2016-02-26
00101F95,,2016-02-27
00101F95,,2016-02-28
00101F95,,2016-02-29
00101F95,,2016-03-01
00101F95,,2016-03-02
00101F95,,2016-03-03
00101F95,,2016-03-04
00101F95,,2016-03-05
00101F95,,2016-03-06
00101F95,,2016-03-07
00101F95,,2016-03-08
00101FFB,,2016-02-11
00101FFB,,2016-02-12
00101FFB,,2016-02-13
00101FFB,,2016-02-14
00101FFB,,2016-02-15
00101FFB,,2016-02-16
00101FFB,,2016-02-17
00101FFB,,2016-02-18
00101FFB,,2016-02-19
00101FFB,,2016-02-20
00101FFB,,2016-02-21
00101FFB,,2016-02-22
00101FFB,,2016-02-23
00101FFB,,2016-02-24
00101FFB,,2016-02-25
00101FFB,,2016-02-26
00101FFB,,2016-02-27
00101FFB,,2016-02-28
00101FFB,,2016-02-29
00101FFB,,2016-03-01
00101FFB,,2016-03-02
00101FFB,,2016-03-03
00101FFB,,2016-03-04
00101FFB,,2016-03-05
0010202B,,2016-02-09
0010202B,,2016-02-10
0010202B,,2016-02-11
0010202B,,2016-02-12
0010202B,,2016-02-13
0010202B,,2016-02-14
0010202B,,2016-02-15
0010202B,,2016-02-16
0010202B,,2016-02-17
0010202B,,2016-02-18
0010202B,,2016-02-19
0010202B,,2016-02-20
0010202B,,2016-02-21
0010202B,,2016-02-22
0010202B,,2016-02-23
0010202B,,2016-02-24
0010202B,,2016-02-25
0010202B,,2016-02-26
0010202B,,2016-02-27
0010202B,,2016-02-28
0010202B,,2016-02-29
0010202B,,2016-03-01
0010202B,,2016-03-02
0010202B,,2016-03-03
0010202B,,2016-03-04
0010202B,,2016-03-05
0010202B,,2016-03-06
0010202B,,2016-03-07
0010202C,2016-02-15,2016-02-09
0010202C,2016-02-16,2016-02-10
0010202C,2016-02-17,2016-02-11
0010202C,2016-02-18,2016-02-12
0010202C,2016-02-26,2016-02-13
0010202C,2016-02-28,2016-02-14
0010202C,2016-02-29,2016-02-19
0010202C,2016-03-02,2016-02-20
0010202C,2016-03-07,2016-02-21
0010202C,2016-03-08,2016-02-22
0010202C,2016-03-09,2016-02-23
0010202C,,2016-02-24
0010202C,,2016-02-25
0010202C,,2016-02-27
0010202C,,2016-03-01
0010202C,,2016-03-03
0010202C,,2016-03-04
0010202C,,2016-03-05
0010202C,,2016-03-06
00102039,,2016-02-09
00102039,,2016-02-10
00102039,,2016-02-11
00102039,,2016-02-12
00102039,,2016-02-13
00102039,,2016-02-14
00102039,,2016-02-15
00102039,,2016-02-16
00102039,,2016-02-17
00102039,,2016-02-18
00102039,,2016-02-19
00102039,,2016-02-20
00102039,,2016-02-21
00102039,,2016-02-22
00102039,,2016-02-23
00102039,,2016-02-24
00102039,,2016-02-25
00102039,,2016-02-26
00102039,,2016-02-27
00102039,,2016-02-28
00102039,,2016-02-29
00102039,,2016-03-01
0010203B,,2016-02-09
0010203B,,2016-02-10
0010203B,,2016-02-11
0010203B,,2016-02-12
0010203B,,2016-02-13
0010203B,,2016-02-14
0010203B,,2016-02-15
0010203B,,2016-02-16
0010203B,,2016-02-17
0010203B,,2016-02-18
0010203B,,2016-02-19
0010203B,,2016-02-20
0010203B,,2016-02-21
0010203B,,2016-02-22
0010203B,,2016-02-23
0010203B,,2016-02-24
0010203B,,2016-02-25
0010203B,,2016-02-26
0010203B,,2016-02-27
0010203B,,2016-02-28
0010203B,,2016-02-29
0010203B,,2016-03-01
0010203B,,2016-03-02
0010203B,,2016-03-03
0010203B,,2016-03-04
0010203B,,2016-03-05
0010203B,,2016-03-06
0010203B,,2016-03-07
0010203B,,2016-03-08
0010203B,,2016-03-09
00102053,,2016-02-09
00102053,,2016-02-10
00102053,,2016-02-11
00102053,,2016-02-12
00102053,,2016-02-13
00102053,,2016-02-14
00102053,,2016-02-15
00102053,,2016-02-16
00102053,,2016-02-17
00102053,,2016-02-18
00102053,,2016-02-19
00102053,,2016-02-20
00102053,,2016-02-21
00102053,,2016-02-22
00102053,,2016-02-23
00102053,,2016-02-24
00102053,,2016-02-25
00102053,,2016-02-26
00102053,,2016-02-27
00102053,,2016-02-28
00102053,,2016-02-29
00102053,,2016-03-01
00102053,,2016-03-02
00102053,,2016-03-03
00102053,,2016-03-04
00102053,,2016-03-05
00102053,,2016-03-06
00102053,,2016-03-07
00102053,,2016-03-08
0010207D,,2016-02-11
0010207D,,2016-02-12
0010207D,,2016-02-13
0010207D,,2016-02-14
0010207D,,2016-02-15
0010207D,,2016-02-16
0010207D,,2016-02-17
0010207D,,2016-02-18
